DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM
PK201700000099,PK,2017.00000000000,99.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,U,32.92780437060,72.87326944000,9999.00000000000,9999.00000000000,WGS84
PK201700000100,PK,2017.00000000000,100.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,U,32.86618861700,72.76290574670,9999.00000000000,9999.00000000000,WGS84
PK201700000101,PK,2017.00000000000,101.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GAZ,R,32.32274902720,72.92091855590,9999.00000000000,9999.00000000000,WGS84
PK201700000102,PK,2017.00000000000,102.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,R,32.14876434660,72.91100824100,9999.00000000000,9999.00000000000,WGS84
PK201700000103,PK,2017.00000000000,103.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,R,32.23181001440,72.44402131630,9999.00000000000,9999.00000000000,WGS84
PK201700000104,PK,2017.00000000000,104.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GAZ,U,32.03585639400,72.75463174760,9999.00000000000,9999.00000000000,WGS84
PK201700000105,PK,2017.00000000000,105.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,R,31.41874323080,71.21780006190,9999.00000000000,9999.00000000000,WGS84
PK201700000106,PK,2017.00000000000,106.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,R,32.20737079590,71.55057022440,9999.00000000000,9999.00000000000,WGS84
PK201700000107,PK,2017.00000000000,107.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,U,31.62274743970,71.68697679400,9999.00000000000,9999.00000000000,WGS84
PK201700000109,PK,2017.00000000000,109.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,R,32.52243085290,72.22024797010,9999.00000000000,9999.00000000000,WGS84
PK201700000110,PK,2017.00000000000,110.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,U,32.28300822590,72.29891142670,9999.00000000000,9999.00000000000,WGS84
PK201700000111,PK,2017.00000000000,111.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,R,32.22477514290,71.54587762970,9999.00000000000,9999.00000000000,WGS84
PK201700000112,PK,2017.00000000000,112.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,R,31.68304937650,73.19392837720,9999.00000000000,9999.00000000000,WGS84
PK201700000113,PK,2017.00000000000,113.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GPS,R,31.37225574760,73.14761726610,9999.00000000000,9999.00000000000,WGS84
PK201700000114,PK,2017.00000000000,114.00000000000,PK,NULL,NULL,NULL,NULL,1.00000000000,PUNJAB,1.00000000000,punjab,GAZ,R,31.32467252480,73.39333664510,9999.00000000000,9999.00000000000,WGS84
